Event	ID	Name			Wwise Object Path	Notes
	67768212	Play_Yellow_Knight_BM__4			\Dialog\Play_Yellow_Knight_BM__4	
	396045209	Play_Optimous_MydayhasCome			\Dialog\Play_Optimous_MydayhasCome	
	473956814	Play_Who_peels_who_BM__3			\Dialog\Play_Who_peels_who_BM__3	
	504598064	Play_Spicy_Judge			\Dialog\Play_Spicy_Judge	
	542703654	Play_Optimous_MyDayHaveComeRip			\Dialog\Play_Optimous_MyDayHaveComeRip	
	612821760	Play_Optimous_Letsdothis			\Dialog\Play_Optimous_Letsdothis	
	642642731	Play_Optimous_Whatdidthegorilla			\Dialog\Play_Optimous_Whatdidthegorilla	
	731760507	Play_Sugar_Judges			\Dialog\Play_Sugar_Judges	
	746610551	Play_Salty_Judge			\Dialog\Play_Salty_Judge	
	990273691	Play_Optimous_IamaFineapple			\Dialog\Play_Optimous_IamaFineapple	
	1178461835	SFX_CH_Minion_Cook_Stop			\Dialog\SFX_CH_Minion_Cook_Stop	
	1296938807	Play_Yellow_There_BM			\Dialog\Play_Yellow_There_BM	
	1335574412	Play_GTYellowisblack_BM2__Real_1			\Dialog\Play_GTYellowisblack_BM2__Real_1	
	1496259244	Play_Peels_BM__5			\Dialog\Play_Peels_BM__5	
	1536672657	Play_Im_The_Night_BM			\Dialog\Play_Im_The_Night_BM	
	1597514166	SFX_CH_Minion_Thrown_1			\Dialog\SFX_CH_Minion_Thrown_1	
	1603379936	Play_Optimous_HeySTOPCOPYINGME			\Dialog\Play_Optimous_HeySTOPCOPYINGME	
	1756910755	Play_Optimous_ImAlmostdonemuahahahah			\Dialog\Play_Optimous_ImAlmostdonemuahahahah	
	1827293943	Play_Beware_Of_My_Peel_BM_			\Dialog\Play_Beware_Of_My_Peel_BM_	
	1873466112	Play_GTPottasium_BM2__Real_2			\Dialog\Play_GTPottasium_BM2__Real_2	
	1873466113	Play_GTPottasium_BM2__Real_3			\Dialog\Play_GTPottasium_BM2__Real_3	
	1892145078	Play_Optimous_WhysoDelicious			\Dialog\Play_Optimous_WhysoDelicious	
	1923241841	Play_Narrator			\Dialog\Play_Narrator	
	2150813834	Play_Optimous_ImthePinecleofevolution			\Dialog\Play_Optimous_ImthePinecleofevolution	
	2209929632	Play_Optimous_Thiskitchenisnotbigenough			\Dialog\Play_Optimous_Thiskitchenisnotbigenough	
	2297241610	Play_GTBeaten_BM2__Real_5			\Dialog\Play_GTBeaten_BM2__Real_5	
	2310512940	Play_Ime_the_Night_Now_BM__1			\Dialog\Play_Ime_the_Night_Now_BM__1	
	2310512943	Play_Ime_the_Night_Now_BM__2			\Dialog\Play_Ime_the_Night_Now_BM__2	
	2394345242	Play_GTIMthenght_BM2__7			\Dialog\Play_GTIMthenght_BM2__7	
	2394345243	Play_GTIMthenght_BM2__6			\Dialog\Play_GTIMthenght_BM2__6	
	2439471690	Play_Optimous_NONONOTFAIR			\Dialog\Play_Optimous_NONONOTFAIR	
	2443187685	Play_Optimous_Haventyouhadenough			\Dialog\Play_Optimous_Haventyouhadenough	
	2546591095	Play_GTIMthenght_BM2__Real			\Dialog\Play_GTIMthenght_BM2__Real	
	2578436497	Play_Optimous_PinacleMoreLikePinocchio			\Dialog\Play_Optimous_PinacleMoreLikePinocchio	
	2685395506	SFX_Minion_Cook_1			\Dialog\SFX_Minion_Cook_1	
	2912075721	Play_Optimous_HeyWatchIt			\Dialog\Play_Optimous_HeyWatchIt	
	2944410856	Play_Optimous_YoullnevercallmecrazyafterIwinthis			\Dialog\Play_Optimous_YoullnevercallmecrazyafterIwinthis	
	3183132484	Play_Optimous_laugh			\Dialog\Play_Optimous_laugh	
	3252480950	Play_Optimous_FinallySomeChaos			\Dialog\Play_Optimous_FinallySomeChaos	
	3289052868	Play_Dairy_Thrown			\Dialog\Play_Dairy_Thrown	
	3366441729	Play_Optimous_CallmeapplePINEapple			\Dialog\Play_Optimous_CallmeapplePINEapple	
	3432850120	SFX_CH_Minion_Dmg_1			\Dialog\SFX_CH_Minion_Dmg_1	
	3613610040	Play_GTbattle_BM2__Real_4			\Dialog\Play_GTbattle_BM2__Real_4	
	3847384051	Play_Optimous_YouwillNEVERdefeatme			\Dialog\Play_Optimous_YouwillNEVERdefeatme	
	3961970311	Play_Ingredient			\Dialog\Play_Ingredient	

Switch Group	ID	Name			Wwise Object Path	Notes
	1208172739	States			\Narrator\States	
	1746288848	Ingredient			\Ingredients\Ingredient	
	1908092032	Ing_Action			\Ingredients\Ing_Action	

Switch	ID	Name	Switch Group			Notes
	556785088	Logo	States			
	670611050	Neutral	States			
	1192865152	Positive	States			
	1281810935	Start	States			
	1505888634	Countdown	States			
	3271665593	Game_End	States			
	4219547688	Negative	States			
	54343794	Grain	Ingredient			
	2209275266	Dairy	Ingredient			
	2517895005	Veggie_Fruit	Ingredient			
	2624333676	Meat	Ingredient			
	58138747	Active	Ing_Action			
	1861070025	Done	Ing_Action			
	1874288895	Idle	Ing_Action			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	2015077	Spicy_Judge_Positive_1_15	C:\Users\pg12harish\Perforce\FoodIsLove\Audio\_FoodIsLove_Wwise\.cache\Android\Voices\English(US)\Spicy_Judge_Positive\Spicy_Judge_Positive_1\Spicy_Judge_Positive_1_15_15EF8194.wem		\Actor-Mixer Hierarchy\Food Is Love\Dialog\Dialog\Dialog Conversion\Spicy_Judge\Positive\Spicy_Judge_Positive_1\Spicy_Judge_Positive_1_15		16564
	2499214	Active_ingredient_3	C:\Users\pg12harish\Perforce\FoodIsLove\Audio\_FoodIsLove_Wwise\.cache\Android\Voices\English(US)\Ingredient\Meat\Active_ingredient_3_15EF8194.wem		\Actor-Mixer Hierarchy\Food Is Love\Dialog\Dialog\Dialog Conversion\Ingredient\Meat\Meat\Active_ingredient_3		6370
	5140346	Narrator_Positive_Good_Job_6	C:\Users\pg12harish\Perforce\FoodIsLove\Audio\_FoodIsLove_Wwise\.cache\Android\Voices\English(US)\Narrator\Narrator_Positive\Narrator_Positive_Good_Job\Narrator_Positive_Good_Job\Narrator_Positive_Good_Job_6_15EF8194.wem		\Actor-Mixer Hierarchy\Food Is Love\Dialog\Dialog\Dialog Conversion\Narrator\Narrator_Positive\Narrator_Positive_Good_Job\Narrator_Positive_Good_Job\Narrator_Positive_Good_Job_6		9361
	6059732	Sugary_Judge_Neg_4	C:\Users\pg12harish\Perforce\FoodIsLove\Audio\_FoodIsLove_Wwise\.cache\Android\Voices\English(US)\Sugar_Judge\Negative\Sugary_Judge_Neg_4_15EF8194.wem		\Actor-Mixer Hierarchy\Food Is Love\Dialog\Dialog\Dialog Conversion\Sugar_Judge\Negative\Sugary_Judge_Neg_4		26197
	9171231	GTPottasium_BM2__Real_3	C:\Users\pg12harish\Perforce\FoodIsLove\Audio\_FoodIsLove_Wwise\.cache\Android\SFX\bannanaman DX\GTPottasium_BM2__Real_3_1C9C67B2.wem		\Actor-Mixer Hierarchy\Food Is Love\Dialog\Dialog\bannanaman DX\GTPottasium_BM2__Real_3		125150
	10328846	Spicy_J_Negative_2_10	C:\Users\pg12harish\Perforce\FoodIsLove\Audio\_FoodIsLove_Wwise\.cache\Android\Voices\English(US)\Spicy_J_Negative_2_10_15EF8194.wem		\Actor-Mixer Hierarchy\Food Is Love\Dialog\Dialog\Dialog Conversion\Spicy_Judge\Negative\Spicy_Judge_Negative_2\Spicy_J_Negative_2_10		12349
	16279438	Narrator_Logo_9	C:\Users\pg12harish\Perforce\FoodIsLove\Audio\_FoodIsLove_Wwise\.cache\Android\Voices\English(US)\Narrator_Logo_9_15EF8194.wem		\Actor-Mixer Hierarchy\Food Is Love\Dialog\Dialog\Dialog Conversion\Narrator\Narrator_Logo\Narrator_Logo_9		38428
	17946250	Narrator_Neutral_Cooking_4	C:\Users\pg12harish\Perforce\FoodIsLove\Audio\_FoodIsLove_Wwise\.cache\Android\Voices\English(US)\Narrator\Narrator_Neutral\Narrator_Neutral_Cooking\Narrator_Neutral_Cooking_4_15EF8194.wem		\Actor-Mixer Hierarchy\Food Is Love\Dialog\Dialog\Dialog Conversion\Narrator\Narrator_Neutral\Narrator_Neutral_Cooking\Narrator_Neutral_Cooking_4		17630
	25582020	Spicy_J_Negative_1_18	C:\Users\pg12harish\Perforce\FoodIsLove\Audio\_FoodIsLove_Wwise\.cache\Android\Voices\English(US)\Spicy_J_Negative_1\Spicy_J_Negative_1_18_15EF8194.wem		\Actor-Mixer Hierarchy\Food Is Love\Dialog\Dialog\Dialog Conversion\Spicy_Judge\Negative\Spicy_J_Negative_1\Spicy_J_Negative_1_18		8989
	26439746	Narrator_Negative_Variations_15	C:\Users\pg12harish\Perforce\FoodIsLove\Audio\_FoodIsLove_Wwise\.cache\Android\Voices\English(US)\Narrator\Narrator_Negative\Narrator_Negative_Variations\Narrator_Negative_Variations_15_15EF8194.wem		\Actor-Mixer Hierarchy\Food Is Love\Dialog\Dialog\Dialog Conversion\Narrator\Narrator_Negative\Narrator_Negative_Variations\Narrator_Negative_Variations_15		20211
	27930830	Ime_the_Night_Now_BM__1	C:\Users\pg12harish\Perforce\FoodIsLove\Audio\_FoodIsLove_Wwise\.cache\Android\SFX\bannanaman DX\Ime_the_Night_Now_BM__1_1C9C67B2.wem		\Actor-Mixer Hierarchy\Food Is Love\Dialog\Dialog\bannanaman DX\Ime_the_Night_Now_BM__1		165952
	28380068	Narrator_Positive_Good_Job_11	C:\Users\pg12harish\Perforce\FoodIsLove\Audio\_FoodIsLove_Wwise\.cache\Android\Voices\English(US)\Narrator\Narrator_Positive\Narrator_Positive_Good_Job\Narrator_Positive_Good_Job\Narrator_Positive_Good_Job_11_15EF8194.wem		\Actor-Mixer Hierarchy\Food Is Love\Dialog\Dialog\Dialog Conversion\Narrator\Narrator_Positive\Narrator_Positive_Good_Job\Narrator_Positive_Good_Job\Narrator_Positive_Good_Job_11		11395
